subject,age,education,ethnicity,gender,gender_other,language,marital,origin,race,race_other,strat_categorize_aud,strat_categorize_vis,strat_image_aud,strat_image_vis,strat_rehearsal_aud,strat_rehearsal_vis,strat_spatial_aud,strat_spatial_vis,strat_story_aud,strat_story_vis,strat_other,wrote_notes,distracted
MTK2231,28,Associate degree,Not Hispanic,Male,,English,Single,United States,White,,70,,49,,0,,0,,0,,,1,0
MTK2232,28,Bachelor's degree,Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,100,,62,,58,,0,,84,I sang a song with the words,0,0
MTK2233,37,Bachelor's degree,Not Hispanic,Female,,english,Divorced,United States,Black,,100,,40,,0,,0,,0,,"as each word was said, I tried to attach it to something in my life..for example for infant,i visualized my son, for temple my place of worship, for ox, the farm down the road etc,etc",0,0
MTK2234,29,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,100,,99,,35,,1,,22,repeated words 3 times,0,0
MTK2236,30,Some graduate education,Not Hispanic,Male,,English,Single,United States,Asian,,70,,100,,22,,1,,24,,I tried to come up with unusual and memorable images combining several seemingly unrelated words.,1,0
MTK2237,22,Some college,Not Hispanic,Female,,English,Single,United States,White,,94,,98,,85,,30,,100,,,1,0
MTK2238,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2239,45,Some college,Not Hispanic,Female,,English,Single,United States,Black,,,36,,44,,1,,15,,33,,0,0
MTK2240,22,Some college,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,62,,71,,61,,41,,91,,0,0
MTK2241,71,Some college,Not Hispanic,Male,,Dutch,Married/Domestic Partnership,Netherlands,White,,,69,,6,,43,,2,,2,,0,0
MTK2242,31,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,96,,100,,20,,21,,96,"pictures, abbreviations, and letters",1,0
MTK2243,48,High school diploma,Not Hispanic,Female,,English,Divorced,United States,White,,,85,,30,,95,,0,,45,,0,0
MTK2244,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2245,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2246,40,High school diploma,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,47,,49,,77,,0,,0,i really justb tried to do like a simon memory game or rember them by similarity,0,0
MTK2247,23,Some college,Not Hispanic,Male,,English,Single,United States,White,,,6,,91,,66,,84,,8,,0,0
MTK2248,32,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,100,,92,,94,,96,,1,,0,0
MTK2249,64,Some college,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,,,,75,,43,,75,,0,,10,,0,0
MTK2250,45,Bachelor's degree,Not Hispanic,Female,,ENGLISH,Married/Domestic Partnership,United States,White,,92,,71,,64,,54,,49,,,0,0
MTK2251,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2252,33,Some college,Not Hispanic,Male,,English,Single,United States,White,,50,,85,,0,,60,,80,,,1,0
MTK2254,25,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,,49,,43,,54,,1,,13,,0,0
MTK2255,31,Bachelor's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,71,,86,,71,,20,,71,,,0,0
MTK2256,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2257,45,Associate degree,Not Hispanic,Female,,English,Single,United States,White,,,28,,27,,1,,0,,64,n/a,0,0
MTK2258,23,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,55,,75,,38,,3,,14,,,0,0
MTK2259,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2261,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2263,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2265,48,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,69,,16,,85,,10,,27,,1,0
MTK2266,61,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,,44,,14,,5,,1,,23,,0,0
MTK2267,37,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,46,,78,,0,,0,,0,,,0,0
MTK2268,48,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,88,,79,,19,,19,,79,,,0,0
MTK2271,28,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,78,,89,,91,,28,,86,Grouping was the easiest strategy for me. Also longer words tend to stand out in my mind.,1,0
MTK2272,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2273,38,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,33,,18,,40,,0,,13,,,0,0
MTK2274,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2275,30,Associate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,Black,,,33,,11,,1,,90,,97,I tried different strategies throughout the trial but the most helpful was making a story.,0,0
MTK2276,58,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,92,,76,,76,,2,,8,,2 and 3 above were my main strategies,0,0
MTK2277,28,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,100,,52,,14,,6,,63,,0,0
MTK2278,28,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,99,,45,,23,,83,,16,,0,0
MTK2281,42,Associate degree,Not Hispanic,Male,,English,Single,United States,White,,13,,79,,0,,0,,100,,Mostly just creating an absurd chronological story in my head using the words,0,0
MTK2282,23,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,Black,,83,,32,,12,,69,,70,,,0,0
MTK2283,38,Master's degree,Not Hispanic,Female,,English,Single,United States,Black,,,100,,0,,100,,0,,0,I tried to repeat words in whatever order as they kept appearing and started typing the last ones that appeared first and then the ones I had been repeating next,1,0
MTK2284,41,Master's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,90,,10,,68,,2,,55,,,0,0
MTK2285,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2286,46,High school diploma,Hispanic,Female,,English,Single,United States,White,,,84,,74,,50,,0,,33,yes grouping similar words.,0,0
MTK2287,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2288,43,Some college,Not Hispanic,Female,,ENGLISH,Married/Domestic Partnership,United States,Black,,45,,15,,64,,44,,2,,N/A,0,0
MTK2289,19,Some college,Not Hispanic,Female,,English,Single,United States,White,,89,,78,,87,,5,,7,,,1,0
MTK2290,54,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,88,,94,,0,,0,,73,,0,0
MTK2291,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2292,33,High school diploma,Hispanic,Female,,english,Married/Domestic Partnership,United States,Other,,,64,,12,,66,,67,,79,,0,0
MTK2295,38,High school diploma,Hispanic,Male,,English,Single,United States,White,,,5,,24,,36,,57,,67,I did not use any other strategies than the one that are listed above.,0,0
MTK2296,29,Bachelor's degree,Hispanic,Male,,English,Single,United States,White,,83,,86,,8,,51,,79,,,0,0
MTK2298,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2299,30,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,Black,,85,,52,,68,,0,,39,,n/a,1,0
MTK2300,32,Bachelor's degree,Not Hispanic,Male,,ENGLISH,Single,United States,White,,,27,,33,,5,,0,,1,,0,0
MTK2301,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2302,40,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,45,,88,,4,,86,,2,,Didn't use any other strategies other than the ones provided above.,0,0
MTK2303,33,High school diploma,Not Hispanic,Male,,eng,Single,United States,White,,0,,0,,0,,0,,0,,,1,0
MTK2304,42,Master's degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,Asian,,,15,,65,,75,,25,,15,na,1,0
MTK2306,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2307,32,High school diploma,Hispanic,Male,,english,Single,United States,American Indian/Alaskan Native|White,,,39,,19,,0,,6,,14,i repeated the words in my head as they flashed,0,0
MTK2308,39,High school diploma,Not Hispanic,Female,,English,Single,United States,White,,35,,100,,48,,0,,4,,,0,0
MTK2309,32,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,71,,45,,67,,41,,45,,0,0
MTK2310,41,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,39,,41,,75,,1,,3,,1,0
MTK2312,31,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,93,,96,,47,,47,,97,,1,0
MTK2313,43,Bachelor's degree,Not Hispanic,Female,,Chinese,Married/Domestic Partnership,China,Asian,,77,,54,,73,,11,,41,,,1,0
MTK2314,37,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,61,,80,,100,,50,,3,"I repeated words as the list continued, usually the first 4 or 5. I also tried to associate words with things/people in my life. I also touched a part of my body or pointed to a direction in my house where things were located.",0,0
MTK2315,37,Some college,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,63,,60,,0,,67,,3,,n/a,1,0
MTK2316,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2317,39,Associate degree,Not Hispanic,Female,,English,Single,United States,Black,,,85,,85,,90,,25,,50,,0,0
MTK2318,38,High school diploma,Not Hispanic,Female,,English ,Married/Domestic Partnership,United States,White,,,100,,87,,87,,3,,6,"For each session I wrote down the words that showed up in a notepad. I didn't keep them for the final session, however.",1,0
MTK2319,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2320,26,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,27,,36,,29,,12,,30,,I wrote down about eight words,1,0
MTK2321,26,Associate degree,Not Hispanic,Female,,English,Single,United States,White,,99,,64,,1,,89,,97,,None,0,0
MTK2324,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2325,41,Master's degree,Not Hispanic,Female,,english,Single,United States,White,,,65,,55,,33,,0,,65,grouping words by shared consonants and finding rhymes,1,0
MTK2326,35,Associate degree,Hispanic,Male,,English,Single,United States,White,,,47,,96,,5,,2,,96,I tried to create a mental image or a story that changed as new words appeared. As if a character was changing as new information came.,0,0
MTK2327,36,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,67,,23,,44,,72,,11,,closing my eyes and just listening seemed to be the best strategy. when i tried to remember the words at the beginning by memorization it threw me off and i couldnt focus on the later words,0,0
MTK2328,55,High school diploma,Not Hispanic,Male,,english,Single,United States,White,,8,,76,,25,,15,,19,,none,0,0
MTK2330,43,Associate degree,Not Hispanic,Male,,english,Married/Domestic Partnership,United States,White,,84,,99,,93,,5,,45,,,0,0
MTK2331,34,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,79,,10,,6,,5,,81,,0,0
MTK2332,20,Bachelor's degree,Hispanic,Male,,English,Single,United States,White,,,15,,45,,81,,21,,69,,0,0
MTK2333,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2334,36,Master's degree,Not Hispanic,Female,,ENGLISH,Married/Domestic Partnership,United States,White,,,52,,59,,82,,0,,73,,1,1
MTK2335,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2336,32,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,81,,4,,0,,0,,0,,"Associating words with things in my life, ex: teacher = my grandma, lily = my daughter",0,0
MTK2337,71,Some college,Not Hispanic,Female,,english,Divorced,United States,White,,60,,53,,56,,10,,12,,,0,0
MTK2338,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2339,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2341,50,Some college,Not Hispanic,Female,,english,Widowed,United States,White,,,100,,80,,85,,85,,5,,0,0
MTK2342,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2343,52,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,73,,88,,92,,26,,0,None,0,0
MTK2344,61,Some graduate education,Not Hispanic,Male,,English,Divorced,United States,White,,,77,,74,,85,,24,,72,,0,0
MTK2345,29,Master's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,30,,75,,70,,0,,10,,0,0
MTK2347,34,Bachelor's degree,Not Hispanic,Male,,English,Divorced,United States,White,,100,,85,,3,,2,,5,,,0,0
MTK2349,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2350,33,Master's degree,Not Hispanic,Female,,albanian,Married/Domestic Partnership,Albania,White,,,45,,55,,100,,34,,21,no other that trying to memorize the words,0,0
MTK2351,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2352,30,Some college,Not Hispanic,Female,,english,Single,United States,White,,47,,22,,95,,2,,85,,,0,0
MTK2353,72,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,89,,19,,89,,1,,12,,1,0
MTK2354,22,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,71,,8,,45,,0,,0,,,0,0
MTK2355,29,Master's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,85,,15,,44,,0,,3,,0,0
MTK2356,30,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,34,,90,,94,,5,,11,,n/a,0,0
MTK2357,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2358,66,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,65,,54,,47,,3,,54,,,1,0
MTK2359,40,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,30,,51,,33,,9,,66,,I did not use any other strategy.,0,0
MTK2360,35,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,45,,75,,62,,33,,40,na,0,0
MTK2361,36,Some college,Not Hispanic,Male,,English,Single,United States,White,,80,,0,,12,,0,,0,,I mainly tried to group up words that had something in common or sounded like they fit together.,0,0
MTK2364,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2367,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2368,47,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,White,,,68,,86,,31,,58,,35,,0,0
MTK2369,27,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,80,,5,,85,,1,,90,,"During a few trials, the list was so long that I found the best strategy was to memorize the shortest words (assuming I can remember more short words than long words).  This was counter-productive sometimes, however, because I seemed to forget short words easier than long (multi-syllable) words.  ",0,0
MTK2370,61,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,White,,80,,0,,80,,44,,7,,"words that started with the same letter,  saying each word out loud",0,0
MTK2371,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2372,26,Bachelor's degree,Hispanic,Male,,English,Single,United States,Other,Hispanic,40,,40,,5,,0,,5,,,0,0
MTK2373,65,Bachelor's degree,Not Hispanic,Male,,English,Divorced,United States,White,,,70,,50,,59,,59,,0,,0,0
MTK2374,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2375,28,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,,50,,40,,70,,10,,90,,0,0
MTK2376,20,Associate degree,Not Hispanic,Male,,english,Single,United States,White,,,88,,68,,87,,15,,32,none,0,0
MTK2378,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2380,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2381,47,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,96,,69,,63,,10,,17,I said each word out loud,0,0
MTK2382,30,Some college,Not Hispanic,Male,,English,Single,United States,White,,,55,,6,,7,,2,,1,"I mainly followed the directions. I looked at each word carefully and said it mentally as words went by. Without deliberately making relative connections to words, I found it difficult to remember a lot of words.",0,0
MTK2383,36,Doctorate degree,Not Hispanic,Male,,English,Single,United States,White,,65,,10,,35,,5,,25,,,0,0
MTK2384,26,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,White,,16,,93,,10,,0,,83,,None,0,0
MTK2385,39,Some college,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,64,,43,,8,,46,,44,,0,0
MTK2386,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2388,29,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,,64,,52,,2,,14,,86,,0,0
MTK2389,42,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,American Indian/Alaskan Native,,,81,,20,,69,,69,,69,"I attempted to form a song from the words, but they went too fast and I couldn't keep up.",0,0
MTK2391,27,Some graduate education,Not Hispanic,Male,,English ,Single,United States,White,,96,,96,,96,,99,,98,,"acting them out, e.g. playing an air guitar ",0,0
MTK2392,30,Master's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,80,,15,,40,,5,,30,,"Nope. My biggest strategy was grouping, as listed above.",1,0
MTK2393,27,Bachelor's degree,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,73,,11,,82,,2,,60,,,0,0
MTK2394,56,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,65,,25,,0,,0,,0,,"I for the most part noticed that most words fit into categories, such as fruit, things in a gardenpeople, occupations, and food, to name a few. I found it much easier this way.Because the words were presented fairly quickly, i for the most part didn't have time to create some type of visual image in my head(as I often do in order to remember words more easily. Having no distractions sure helped!
",0,0
MTK2395,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2396,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2397,18,Some college,Not Hispanic,Male,,english,Single,United States,White,,,100,,100,,0,,0,,0,,1,0
MTK2398,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2401,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2403,57,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,47,,95,,1,,2,,100,,0,0
MTK2404,34,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,94,,100,,86,,59,,39,,,0,0
MTK2405,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2406,39,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,,76,,66,,60,,8,,38,I noticed some words repeated in group or beginning letter so when I said the second I would repeat the first word,0,0
MTK2407,32,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,White,,100,,100,,90,,39,,100,,I only used my human superpowers. You can call me the Lexicon Swan.,0,0
MTK2408,62,Master's degree,Hispanic,Female,,English,Divorced,United States,White,,69,,20,,10,,0,,0,,Only the ones listed above,0,0
MTK2409,49,High school diploma,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,89,,2,,5,,0,,2,,,0,0
MTK2410,47,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,,80,,80,,95,,17,,5,"none, just tried my best.",0,0
MTK2411,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2412,27,High school diploma,Not Hispanic,Male,,english,Single,United States,White,,,31,,31,,1,,0,,90,,1,0
MTK2413,31,Bachelor's degree,Not Hispanic,Female,,ENGLISH,Married/Domestic Partnership,United Kingdom,Black,,97,,88,,53,,55,,86,,,0,0
MTK2414,43,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,60,,40,,41,,1,,0,,,1,0
MTK2415,40,High school diploma,Not Hispanic,Female,,ENGLISH,Married/Domestic Partnership,United States,White,,,48,,47,,73,,20,,28,,0,0
MTK2416,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2417,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2419,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2420,56,High school diploma,Not Hispanic,Male,,English,Divorced,United States,White,,88,,75,,88,,75,,93,,,0,0
MTK2421,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2422,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2423,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2424,37,Associate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,American Indian/Alaskan Native|White,,,95,,56,,94,,24,,55,,0,0
MTK2426,26,Some college,Not Hispanic,Female,,ENGLISH,Single,United States,White,,,80,,10,,50,,0,,5,I repeated each word aloud to myself as the woman said it.,0,0
MTK2427,39,Some college,Not Hispanic,Female,,ENGLISH,Divorced,United States,White,,100,,100,,100,,38,,0,,repeating them over and over as best as i could remember,0,0
MTK2428,25,High school diploma,Not Hispanic,Male,,English,Single,United States,White,,13,,94,,62,,0,,15,,,0,0
MTK2429,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2430,43,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,91,,25,,82,,86,,44,,,0,0
MTK2431,22,Some college,Hispanic,Female,,english,Single,United States,White,,,35,,60,,36,,53,,39,,0,0
MTK2432,32,Associate degree,Not Hispanic,Female,,english,Single,United States,Black,,,1,,1,,33,,1,,2,,0,0
MTK2433,19,High school diploma,Not Hispanic,Female,,English,Single,United States,White,,85,,11,,14,,5,,77,,,1,0
MTK2434,33,Associate degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,,2,,31,,63,,5,,1,,0,0
MTK2435,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2437,42,Some college,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,Asian|Black,,82,,70,,75,,0,,76,,,0,0
MTK2438,29,Bachelor's degree,Not Hispanic,Female,,english,Married/Domestic Partnership,United States,White,,94,,86,,11,,0,,68,,"I tried to make up little stories with the words, but the lists were too long and I couldn't keep up fast enough to make a story. ",0,0
MTK2439,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2441,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2442,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2443,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2444,55,Associate degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,50,,90,,80,,100,,10,,I simply tried to use imagery and relations,0,0
MTK2445,30,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,White,,,90,,15,,70,,0,,0,,0,0
MTK2446,32,Some college,Not Hispanic,Female,,English,Single,United States,Black,,,67,,23,,54,,0,,55,,0,0
MTK2447,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2448,31,Bachelor's degree,Not Hispanic,Female,,English,Divorced,United States,White,,,88,,79,,2,,1,,15,,0,0
MTK2449,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2450,24,Bachelor's degree,Hispanic,Female,,english,Single,United States,White,,,99,,19,,2,,40,,8,,0,0
MTK2452,32,Master's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,84,,66,,68,,64,,64,,n/a,1,0
MTK2453,29,Bachelor's degree,Hispanic,Female,,english,Married/Domestic Partnership,Afghanistan,White,,,50,,31,,57,,39,,17,,0,0
MTK2454,26,Master's degree,Not Hispanic,Male,,english,Single,United States,White,,74,,46,,16,,7,,32,,none,0,0
MTK2455,32,Bachelor's degree,Not Hispanic,Male,,English  ,Single,United States,Black,,,87,,99,,76,,41,,16,N/A  ,0,0
MTK2456,33,Bachelor's degree,Not Hispanic,Male,,English,Single,United States,,,72,,65,,60,,19,,26,,,0,0
MTK2458,47,Some college,Not Hispanic,Male,,English,Married/Domestic Partnership,United States,White,,2,,10,,68,,56,,2,,,1,0
MTK2459,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2460,29,Some college,Not Hispanic,Female,,english,Single,Afghanistan,White,,,88,,94,,0,,74,,86,,0,0
MTK2461,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2462,42,Bachelor's degree,Not Hispanic,Female,,english,Divorced,United States,White,,75,,27,,44,,2,,0,,,0,0
MTK2463,,Not Reported,Not Reported,Not Reported,,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,,,,,
MTK2465,40,Some college,Not Hispanic,Female,,English,Divorced,United States,White,,46,,46,,0,,0,,46,,"Repeating the words after they were spoken. Visualizing the words themselves in different formats, like on billboards or Max Hedroom type ads.",0,0
MTK2468,45,Bachelor's degree,Not Hispanic,Female,,English,Married/Domestic Partnership,United States,White,,99,,38,,96,,91,,97,,,0,0
MTK2469,21,Bachelor's degree,Not Hispanic,Female,,English,Single,United States,Asian|White,,,78,,83,,17,,82,,77,Created a song for some of the words,0,0
